Data Format: ,,,,,,,,
133,5/23/2017 23:00,1,1010.8,115,16.18,75.4,11.84,4.32
134,5/23/2017 23:05,1,1010.9,80,16.11,75.9,11.87,4.32
135,5/23/2017 23:10,1,1011,95,16.03,76.4,11.9,4.33
136,5/23/2017 23:15,1,1010.8,95,16.06,76.7,11.98,4.33
137,5/23/2017 23:20,1,1010.8,95,16.06,76.8,12,4.34
138,5/23/2017 23:25,1,1010.7,122,16.15,77,12.14,4.34
139,5/23/2017 23:30,1,1010.8,160,15.99,77,11.97,4.32
140,5/23/2017 23:35,1,1010.7,173,16.06,77.7,12.18,4.32
141,5/23/2017 23:40,1,1010.8,173,16.11,77.7,12.23,4.33
142,5/23/2017 23:45,1,1010.8,173,15.96,77.7,12.09,4.33
143,5/23/2017 23:50,1,1010.6,173,15.8,77.9,11.97,4.33
144,5/23/2017 23:55,1,1010.6,173,15.77,78.3,12.02,4.33
145,5/24/2017 0:00,1,1010.6,173,15.65,78.7,11.98,4.33
146,5/24/2017 0:05,1,1010.6,173,15.58,78.9,11.95,4.34
147,5/24/2017 0:10,1,1010.5,173,15.6,79.6,12.11,4.34
148,5/24/2017 0:15,1,1010.5,174,15.75,79.8,12.29,4.36
149,5/24/2017 0:20,1,1010.5,173,15.65,79.9,12.21,4.34
150,5/24/2017 0:25,1,1010.4,177,15.7,80.2,12.31,4.3
151,5/24/2017 0:30,1,1010.4,177,15.6,80.3,12.24,4.32
152,5/24/2017 0:35,1,1010.5,168,15.56,80.8,12.29,4.32
153,5/24/2017 0:40,1,1010.6,170,15.56,81.2,12.36,4.33
154,5/24/2017 0:45,1,1010.6,177,15.46,81.3,12.29,4.33
155,5/24/2017 0:50,1,1010.5,180,15.34,81.9,12.28,4.33
156,5/24/2017 0:55,1,1010.6,185,15.32,82,12.28,4.33
157,5/24/2017 1:00,1,1010.4,177,15.22,82.3,12.24,4.33
158,5/24/2017 1:05,1,1010.4,171,15.2,82.6,12.27,4.33
159,5/24/2017 1:10,1,1010.3,188,15.1,82.7,12.2,4.33
160,5/24/2017 1:15,1,1010.3,233,15.1,82.8,12.22,4.33
161,5/24/2017 1:20,1,1010,233,15.08,83.2,12.27,4.33
162,5/24/2017 1:25,1,1010,233,14.98,83.2,12.17,4.3
163,5/24/2017 1:30,1,1009.8,232,14.96,83.4,12.19,4.32
164,5/24/2017 1:35,1,1009.9,232,14.94,83.7,12.22,4.32
165,5/24/2017 1:40,1,1010,232,14.89,83.9,12.21,4.32
166,5/24/2017 1:45,1,1010,232,14.86,83.9,12.18,4.32
167,5/24/2017 1:50,1,1010.1,232,14.86,84.2,12.24,4.33
168,5/24/2017 1:55,1,1010,232,14.84,84.3,12.23,4.33
169,5/24/2017 2:00,1,1010.1,232,14.86,84.5,12.29,4.33
170,5/24/2017 2:05,1,1010,232,14.84,84.4,12.25,4.33
171,5/24/2017 2:10,1,1009.9,232,14.89,84.4,12.3,4.33
172,5/24/2017 2:15,1,1010,232,14.89,84.5,12.32,4.33
173,5/24/2017 2:20,1,1009.8,232,14.89,84.4,12.3,4.33
174,5/24/2017 2:25,1,1009.7,233,14.89,84.3,12.28,4.28
175,5/24/2017 2:30,1,1009.6,233,14.86,84.4,12.27,4.31
176,5/24/2017 2:35,1,1009.4,233,14.91,84.5,12.34,4.32
177,5/24/2017 2:40,1,1009.4,233,14.98,84.5,12.41,4.32
178,5/24/2017 2:45,1,1009.7,232,15.06,84.6,12.5,4.32
179,5/24/2017 2:50,1,1009.7,232,15.17,84.4,12.58,4.32
180,5/24/2017 2:55,1,1009.6,232,15.15,84.2,12.52,4.32
181,5/24/2017 3:00,1,1009.5,223,15.1,84.2,12.47,4.32
182,5/24/2017 3:05,1,1009.5,188,14.98,84.5,12.41,4.32
183,5/24/2017 3:10,1,1009.6,188,14.91,84.6,12.36,4.32
184,5/24/2017 3:15,1,1009.5,188,14.94,84.8,12.42,4.32
185,5/24/2017 3:20,1,1009.6,188,14.94,84.8,12.42,4.32
186,5/24/2017 3:25,1,1009.8,188,14.96,85,12.48,4.3
187,5/24/2017 3:30,1,1009.7,188,14.91,85.2,12.46,4.27
188,5/24/2017 3:35,1,1009.7,188,14.82,85.3,12.39,4.25
189,5/24/2017 3:40,1,1009.7,185,14.67,85.6,12.3,4.28
190,5/24/2017 3:45,1,1009.5,184,14.53,85.8,12.2,4.29
191,5/24/2017 3:50,1,1009.4,184,14.55,85.9,12.24,4.3
192,5/24/2017 3:55,1,1009.4,184,14.48,85.9,12.17,4.3
193,5/24/2017 4:00,1,1009.3,184,14.58,86,12.28,4.3
194,5/24/2017 4:05,1,1009.3,184,14.58,85.8,12.24,4.31
195,5/24/2017 4:10,1,1009.2,184,14.53,85.7,12.18,4.31
196,5/24/2017 4:15,1,1009.2,184,14.55,85.8,12.22,4.32
197,5/24/2017 4:20,1,1009.2,184,14.6,85.8,12.27,4.32
198,5/24/2017 4:25,1,1009.2,184,14.55,85.7,12.2,4.32
199,5/24/2017 4:30,1,1009.2,184,14.67,85.6,12.3,4.32
200,5/24/2017 4:35,1,1009.2,184,14.67,85.5,12.28,4.29
201,5/24/2017 4:40,1,1009.3,184,14.65,85.6,12.28,4.3
202,5/24/2017 4:45,1,1009.1,184,14.6,85.8,12.27,4.3
203,5/24/2017 4:50,1,1009,184,14.6,85.9,12.28,4.3
204,5/24/2017 4:55,1,1009.2,184,14.62,85.8,12.29,4.3
205,5/24/2017 5:00,1,1009.2,184,14.62,86.1,12.34,4.31
206,5/24/2017 5:05,1,1009.1,184,14.65,86.1,12.37,4.31
207,5/24/2017 5:10,1,1009.2,184,14.62,86.1,12.34,4.32
208,5/24/2017 5:15,1,1009.2,184,14.72,86,12.42,4.32
209,5/24/2017 5:20,1,1009.1,184,14.79,85.9,12.47,4.32
210,5/24/2017 5:25,1,1009.2,184,14.82,85.9,12.5,4.32
211,5/24/2017 5:30,3,1009,184,14.98,85.6,12.61,4.32
212,5/24/2017 5:35,6,1009.2,184,15.03,85.4,12.62,4.25
213,5/24/2017 5:40,8,1009.3,184,15.13,85.2,12.68,4.25
214,5/24/2017 5:45,12,1009.2,184,15.1,85.2,12.65,4.2
215,5/24/2017 5:50,14,1009.1,184,15.03,85.1,12.56,4.25
216,5/24/2017 5:55,14,1009.3,184,15.06,85,12.57,4.27
217,5/24/2017 6:00,16,1009.2,184,15.03,85,12.55,4.28
218,5/24/2017 6:05,17,1009.3,184,15.17,85.1,12.71,4.22
219,5/24/2017 6:10,17,1009.3,184,15.27,84.8,12.75,4.25
220,5/24/2017 6:15,19,1009.3,184,15.34,84.9,12.83,4.27
221,5/24/2017 6:20,22,1009.1,184,15.39,84.6,12.83,4.28
222,5/24/2017 6:25,24,1009.2,184,15.51,84.3,12.89,4.29
223,5/24/2017 6:30,27,1009.1,184,15.68,84.1,13.02,4.3
224,5/24/2017 6:35,32,1009.3,184,15.68,83.9,12.98,4.3
225,5/24/2017 6:40,39,1009.2,184,15.68,83.9,12.98,4.31
226,5/24/2017 6:45,43,1009.2,183,15.7,83.9,13,4.3
227,5/24/2017 6:50,51,1009.2,183,15.82,83.7,13.08,4.31
228,5/24/2017 6:55,56,1009.2,183,15.99,83.3,13.17,4.32
229,5/24/2017 7:00,54,1009.4,177,15.94,83.1,13.09,4.33
230,5/24/2017 7:05,56,1009.2,118,15.96,82.9,13.08,4.34
231,5/24/2017 7:10,53,1009,119,16.01,82.7,13.09,4.35
232,5/24/2017 7:15,69,1009.2,129,16.03,82.4,13.05,4.36
233,5/24/2017 7:20,92,1009.3,129,16.03,82.4,13.05,4.38
234,5/24/2017 7:25,106,1009.3,124,16.13,82.3,13.13,4.4
235,5/24/2017 7:30,101,1009.4,107,16.39,81.8,13.29,4.43
236,5/24/2017 7:35,87,1009.3,108,16.39,81.5,13.24,4.44
237,5/24/2017 7:40,83,1009.3,108,16.44,81.3,13.24,4.45
238,5/24/2017 7:45,77,1009.2,100,16.39,81,13.14,4.44
239,5/24/2017 7:50,64,1009.3,63,15.99,81.2,12.78,4.45
240,5/24/2017 7:55,64,1009.3,41,15.94,81.7,12.83,4.45
241,5/24/2017 8:00,67,1009.4,21,15.96,81.7,12.85,4.46
242,5/24/2017 8:05,68,1009.6,72,15.91,82.1,12.88,4.46
243,5/24/2017 8:10,62,1009.5,72,15.99,82.3,12.99,4.47
244,5/24/2017 8:15,83,1009.4,73,15.8,82.6,12.86,4.48
245,5/24/2017 8:20,136,1009.4,69,15.87,82.8,12.96,4.5
246,5/24/2017 8:25,173,1009.4,55,15.99,82.2,12.97,4.53
247,5/24/2017 8:30,168,1009.4,63,16.06,81.7,12.95,4.56
248,5/24/2017 8:35,136,1009.4,72,16.15,82,13.1,4.56
249,5/24/2017 8:40,93,1009.5,93,16.15,81.5,13,4.56
250,5/24/2017 8:45,83,1009.3,73,15.84,82.2,12.83,4.45
251,5/24/2017 8:50,116,1009.5,69,15.91,82,12.86,4.49
252,5/24/2017 8:55,178,1009.5,76,15.96,81.7,12.85,4.53
253,5/24/2017 9:00,208,1009.4,81,16.11,81.5,12.96,4.56
254,5/24/2017 9:05,248,1009.2,49,16.25,81,13,4.56
255,5/24/2017 9:10,302,1009.4,104,16.51,81.2,13.29,4.57
256,5/24/2017 9:15,334,1009.3,102,16.77,79.7,13.26,4.57
257,5/24/2017 9:20,361,1009.4,108,16.56,79.6,13.04,4.57
258,5/24/2017 9:25,333,1009.5,132,17.11,79.4,13.53,4.57
259,5/24/2017 9:30,379,1009.3,97,17.22,78.7,13.51,4.59
260,5/24/2017 9:35,338,1009.2,100,17.53,77.9,13.65,4.57
261,5/24/2017 9:40,254,1009.3,79,17.37,77.2,13.35,4.57
262,5/24/2017 9:45,211,1009.2,102,16.99,77.4,13.02,4.57
263,5/24/2017 9:50,202,1009.2,72,16.99,77.4,13.02,4.54
264,5/24/2017 9:55,213,1009.3,77,17.11,77.3,13.12,4.54
265,5/24/2017 10:00,221,1009.5,97,16.82,77.1,12.8,4.51
266,5/24/2017 10:05,212,1009.3,86,16.99,77.3,13,4.51
267,5/24/2017 10:10,219,1009.4,131,17.13,76.6,13,4.56
268,5/24/2017 10:15,242,1009.3,101,17.39,76.5,13.24,4.61
269,5/24/2017 10:20,206,1009.5,87,17.11,75.7,12.8,4.48
270,5/24/2017 10:25,237,1009.4,48,16.82,75.8,12.54,4.54
271,5/24/2017 10:30,227,1009.6,72,16.72,75.6,12.41,4.61
272,5/24/2017 10:35,202,1009.7,56,16.77,75.6,12.46,4.57
273,5/24/2017 10:40,174,1009.9,59,16.99,74.7,12.48,4.59
274,5/24/2017 10:45,201,1009.7,86,17.15,73.9,12.48,4.59
275,5/24/2017 10:50,252,1009.5,73,17.49,72.9,12.59,4.59
276,5/24/2017 10:55,308,1009.6,65,17.65,71.1,12.37,4.59
277,5/24/2017 11:00,369,1009.6,63,17.68,70.7,12.31,4.5
278,5/24/2017 11:05,277,1009.8,74,18.15,70.1,12.63,4.56
279,5/24/2017 11:10,232,1009.9,76,18.2,69.3,12.5,4.57
280,5/24/2017 11:15,219,1009.9,67,18.06,69.4,12.39,4.59
281,5/24/2017 11:20,194,1010,84,17.87,69.5,12.23,4.59
282,5/24/2017 11:25,237,1009.9,45,17.75,70,12.22,4.59
283,5/24/2017 11:30,286,1009.9,56,17.91,69.9,12.36,4.59
284,5/24/2017 11:35,317,1010,83,18.6,68.8,12.78,4.59
285,5/24/2017 11:40,354,1009.8,67,18.82,66,12.35,4.59
286,5/24/2017 11:45,394,1009.8,97,19.2,65.5,12.6,4.59
287,5/24/2017 11:50,512,1009.8,79,19.22,64.1,12.29,4.59
288,5/24/2017 11:55,547,1009.6,56,19.29,63.9,12.31,4.59
289,5/24/2017 12:00,501,1009.7,81,19.51,62.9,12.27,4.59
290,5/24/2017 12:05,389,1009.8,138,19.98,62.8,12.7,4.59
291,5/24/2017 12:10,343,1009.7,70,19.25,63.3,12.12,4.59
292,5/24/2017 12:15,352,1009.6,102,19.51,61.7,11.98,4.59
293,5/24/2017 12:20,384,1009.6,101,19.56,62.6,12.24,4.59
294,5/24/2017 12:25,402,1009.5,87,19.53,62.1,12.1,4.59
295,5/24/2017 12:30,423,1009.7,67,19.37,62.6,12.06,4.59
296,5/24/2017 12:35,434,1009.8,83,19.27,63.3,12.14,4.59
297,5/24/2017 12:40,413,1009.7,84,19.58,62.9,12.34,4.59
298,5/24/2017 12:45,401,1009.7,104,19.89,61.3,12.24,4.59
299,5/24/2017 12:50,422,1009.7,86,19.56,62,12.1,4.59
300,5/24/2017 12:55,392,1009.7,177,19.56,61.7,12.02,4.59
301,5/24/2017 13:00,359,1009.8,83,19.01,62.1,11.61,4.59
302,5/24/2017 13:05,369,1009.8,53,19.29,62.6,12,4.59
303,5/24/2017 13:10,377,1009.9,63,18.96,62.8,11.73,4.59
304,5/24/2017 13:15,376,1010,94,19.08,63,11.89,4.59
305,5/24/2017 13:20,349,1009.9,105,18.65,62,11.24,4.59
306,5/24/2017 13:25,339,1009.9,62,18.58,63.2,11.47,4.59
307,5/24/2017 13:30,289,1010.1,88,18.6,62.4,11.3,4.59
308,5/24/2017 13:35,297,1010.2,90,18.56,62.5,11.28,4.59
309,5/24/2017 13:40,349,1010.2,58,19.08,60.9,11.38,4.61
310,5/24/2017 13:45,378,1010.1,101,19.46,61.6,11.91,4.59
311,5/24/2017 13:50,393,1010.2,121,19.46,61.9,11.98,4.59
312,5/24/2017 13:55,396,1010.1,126,19.44,61.1,11.76,4.59
313,5/24/2017 14:00,354,1010.3,100,19.39,60.3,11.52,4.59
314,5/24/2017 14:05,339,1010.4,86,19.32,61.6,11.77,4.59
315,5/24/2017 14:10,444,1010.1,117,19.48,60.3,11.61,4.59
316,5/24/2017 14:15,566,1009.8,101,19.53,61,11.83,4.59
317,5/24/2017 14:20,563,1009.8,114,19.98,60.5,12.13,4.59
318,5/24/2017 14:25,506,1009.8,77,19.27,60.3,11.41,4.59
319,5/24/2017 14:30,502,1009.8,95,19.44,60.4,11.59,4.59
320,5/24/2017 14:35,524,1009.6,87,19.7,60,11.73,4.59
321,5/24/2017 14:40,522,1009.7,84,20.36,59.6,12.26,4.59
322,5/24/2017 14:45,498,1009.7,122,20.01,58.6,11.67,4.6
323,5/24/2017 14:50,611,1009.6,122,20.36,58.5,11.98,4.59
