2017-05-13 12:45:40 Initializing I2C devices...
2017-05-13 12:45:40 Testing device connections...
2017-05-13 12:45:40 MPU6050 connection successful
2017-05-13 12:45:40 
2017-05-13 12:45:40 Send any character to begin DMP programming and demo: 
2017-05-13 12:45:41 Initializing DMP...
2017-05-13 12:45:41 Enabling DMP...
2017-05-13 12:45:41 Enabling interrupt detection (Arduino external interrupt 0)...
2017-05-13 12:45:41 DMP ready! Waiting for first interrupt...
2017-05-13 12:45:41 ypr	1.88	-18.27	-60.04
2017-05-13 12:45:41 ypr	1.26	-19.08	-60.18
2017-05-13 12:45:41 ypr	-29.28	54.84	35.04
2017-05-13 12:45:41 ypr	-117.26	55.54	34.40
2017-05-13 12:45:41 ypr	-56.97	55.55	34.41
2017-05-13 12:45:41 ypr	-55.35	55.58	34.41
2017-05-13 12:45:41 ypr	-55.55	55.60	34.40
2017-05-13 12:45:41 ypr	-55.74	55.61	34.39
2017-05-13 12:45:41 ypr	-55.94	55.62	34.36
2017-05-13 12:45:41 ypr	-56.13	55.61	34.34
2017-05-13 12:45:41 ypr	-56.32	55.59	34.31
2017-05-13 12:45:41 ypr	-56.52	55.55	34.28
2017-05-13 12:45:41 ypr	-56.71	55.51	34.25
2017-05-13 12:45:41 ypr	-56.91	55.47	34.21
2017-05-13 12:45:41 ypr	-57.10	55.41	34.16
2017-05-13 12:45:41 ypr	-57.29	55.34	34.12
2017-05-13 12:45:41 ypr	-57.48	55.26	34.07
2017-05-13 12:45:41 ypr	-57.67	55.16	34.02
2017-05-13 12:45:41 ypr	-57.87	55.07	33.95
2017-05-13 12:45:41 ypr	-58.06	54.96	33.89
2017-05-13 12:45:41 ypr	-58.25	54.85	33.83
2017-05-13 12:45:41 ypr	-58.44	54.73	33.76
2017-05-13 12:45:41 ypr	-58.63	54.60	33.69
2017-05-13 12:45:41 ypr	-58.81	54.46	33.62
2017-05-13 12:45:41 ypr	-59.00	54.31	33.54
