2017-05-25 08:45:50 447,365 0.0
2017-05-25 08:51:23 478,248 398.684210526
2017-05-25 08:51:24 477,249 388.461538462
2017-05-25 08:51:24 475,249 378.75
2017-05-25 08:51:25 478,252 404.0
2017-05-25 08:51:26 478,248 388.461538462
2017-05-25 08:51:26 474,248 369.512195122
2017-05-25 08:51:27 478,248 388.461538462
2017-05-25 08:51:28 474,246 365.060240964
2017-05-25 08:51:28 474,247 369.512195122
2017-05-25 08:51:29 474,246 365.060240964
2017-05-25 08:51:29 479,250 415.068493151
2017-05-25 08:51:30 477,246 383.544303797
2017-05-25 08:51:30 476,247 378.75
2017-05-25 08:51:31 478,248 393.506493506
2017-05-25 08:51:32 474,246 365.060240964
2017-05-25 08:51:33 476,248 378.75
2017-05-25 08:51:33 476,247 378.75
2017-05-25 08:51:34 473,246 352.325581395
2017-05-25 08:51:36 478,248 393.506493506
2017-05-25 08:51:39 186,321 240.476190476
2017-05-25 08:51:40 473,247 374.074074074
2017-05-25 08:51:40 120,367 757.5
2017-05-25 08:51:41 475,244 360.714285714
2017-05-25 08:51:41 324,370 404.0
2017-05-25 08:51:41 477,249 378.75
2017-05-25 08:51:42 474,246 360.714285714
2017-05-25 08:51:43 478,249 398.684210526
2017-05-25 08:51:44 473,248 369.512195122
2017-05-25 08:51:45 475,249 365.060240964
2017-05-25 08:51:45 187,362 332.967032967
2017-05-25 08:51:45 481,249 374.074074074
2017-05-25 08:51:46 194,359 336.666666667
2017-05-25 08:51:46 205,363 322.340425532
2017-05-25 08:51:46 472,250 360.714285714
2017-05-25 08:51:47 471,247 344.318181818
2017-05-25 08:51:48 186,369 297.058823529
2017-05-25 08:51:49 477,247 388.461538462
2017-05-25 08:51:49 192,367 297.058823529
2017-05-25 08:51:49 477,248 388.461538462
2017-05-25 08:51:49 192,370 303.0
2017-05-25 08:51:50 196,376 325.806451613
2017-05-25 08:51:50 194,372 312.371134021
2017-05-25 08:51:50 477,249 393.506493506
2017-05-25 08:51:50 189,376 325.806451613
2017-05-25 08:51:51 188,371 306.060606061
2017-05-25 08:51:53 195,373 315.625
2017-05-25 08:51:54 474,247 360.714285714
2017-05-25 08:51:54 193,376 309.183673469
2017-05-25 08:51:54 473,248 356.470588235
2017-05-25 08:51:55 474,248 365.060240964
2017-05-25 08:51:55 474,245 360.714285714
2017-05-25 08:51:55 192,377 312.371134021
2017-05-25 08:51:55 473,247 360.714285714
2017-05-25 08:51:56 194,379 315.625
2017-05-25 08:51:57 190,374 309.183673469
2017-05-25 08:51:58 188,371 306.060606061
2017-05-25 08:51:58 189,373 315.625
2017-05-25 08:51:59 472,248 356.470588235
2017-05-25 08:52:00 474,245 360.714285714
2017-05-25 08:52:01 474,248 369.512195122
2017-05-25 08:52:01 472,245 340.449438202
2017-05-25 08:52:02 215,300 252.5
2017-05-25 08:52:02 502,284 658.695652174
2017-05-25 08:52:03 219,299 272.972972973
2017-05-25 08:52:03 477,255 409.459459459
2017-05-25 08:52:04 471,245 344.318181818
2017-05-25 08:52:05 472,244 336.666666667
2017-05-25 08:52:05 475,247 360.714285714
2017-05-25 08:52:05 476,250 378.75
2017-05-25 08:52:08 470,245 332.967032967
2017-05-25 08:52:09 475,246 360.714285714
2017-05-25 08:52:10 180,365 297.058823529
2017-05-25 08:52:10 164,364 283.177570093
2017-05-25 08:52:11 158,369 294.174757282
2017-05-25 08:52:11 156,368 291.346153846
2017-05-25 08:52:12 444,387 594.117647059
2017-05-25 08:52:12 170,365 283.177570093
2017-05-25 08:52:13 164,363 280.555555556
2017-05-25 08:52:14 160,362 285.849056604
2017-05-25 08:52:14 167,361 277.981651376
2017-05-25 08:52:17 418,388 721.428571429
2017-05-25 08:52:17 475,246 360.714285714
2017-05-25 08:52:18 182,347 263.47826087
2017-05-25 08:52:18 280,351 254.621848739
2017-05-25 08:52:18 421,389 797.368421053
2017-05-25 08:52:18 177,349 265.789473684
2017-05-25 08:52:18 281,353 268.14159292
2017-05-25 08:52:19 184,369 329.347826087
2017-05-25 08:52:19 284,361 277.981651376
2017-05-25 08:52:20 473,245 348.275862069
2017-05-25 08:52:20 474,244 356.470588235
2017-05-25 08:52:21 300,363 294.174757282
2017-05-25 08:52:22 192,357 277.981651376
2017-05-25 08:52:22 291,358 275.454545455
2017-05-25 08:52:22 182,378 315.625
2017-05-25 08:52:23 175,360 291.346153846
2017-05-25 08:52:23 277,359 265.789473684
2017-05-25 08:52:23 182,377 312.371134021
2017-05-25 08:52:24 168,361 291.346153846
2017-05-25 08:52:24 271,356 268.14159292
2017-05-25 08:52:24 171,372 312.371134021
2017-05-25 08:52:24 276,368 288.571428571
2017-05-25 08:52:25 161,373 318.947368421
2017-05-25 08:52:25 261,356 261.206896552
2017-05-25 08:52:25 476,246 388.461538462
2017-05-25 08:52:25 175,375 322.340425532
2017-05-25 08:52:25 276,359 268.14159292
2017-05-25 08:52:25 167,371 309.183673469
2017-05-25 08:52:26 264,358 263.47826087
2017-05-25 08:52:26 109,355 818.918918919
2017-05-25 08:52:26 162,379 340.449438202
2017-05-25 08:52:26 170,371 303.0
2017-05-25 08:52:27 181,362 291.346153846
2017-05-25 08:52:27 172,371 291.346153846
2017-05-25 08:52:28 189,319 270.535714286
2017-05-25 08:52:28 172,223 124.180327869
2017-05-25 08:52:28 173,332 270.535714286
2017-05-25 08:52:29 255,322 227.819548872
2017-05-25 08:52:29 163,368 303.0
2017-05-25 08:52:30 181,367 288.571428571
2017-05-25 08:52:30 175,371 306.060606061
2017-05-25 08:52:30 179,370 297.058823529
2017-05-25 08:52:31 279,370 283.177570093
2017-05-25 08:52:31 195,378 315.625
2017-05-25 08:52:33 476,255 374.074074074
2017-05-25 08:52:36 475,254 378.75
2017-05-25 08:52:37 256,378 344.318181818
2017-05-25 08:52:38 270,382 360.714285714
2017-05-25 08:52:39 270,386 374.074074074
2017-05-25 08:52:40 474,255 369.512195122
2017-05-25 08:52:41 475,256 378.75
2017-05-25 08:52:41 474,254 365.060240964
2017-05-25 08:52:42 474,252 356.470588235
2017-05-25 08:52:43 422,397 739.024390244
2017-05-25 08:52:43 475,254 374.074074074
2017-05-25 08:52:43 188,385 409.459459459
2017-05-25 08:52:43 474,253 360.714285714
2017-05-25 08:52:43 184,380 360.714285714
2017-05-25 08:52:44 424,398 776.923076923
2017-05-25 08:52:44 191,382 365.060240964
2017-05-25 08:52:44 186,382 374.074074074
2017-05-25 08:52:45 475,253 378.75
2017-05-25 08:52:45 179,383 374.074074074
2017-05-25 08:52:45 177,382 374.074074074
2017-05-25 08:52:46 180,381 348.275862069
2017-05-25 08:52:47 476,255 383.544303797
2017-05-25 08:52:50 476,257 388.461538462
2017-05-25 08:52:56 478,254 388.461538462
2017-05-25 08:52:56 207,345 265.789473684
2017-05-25 08:52:57 207,350 280.555555556
2017-05-25 08:52:59 481,259 445.588235294
2017-05-25 08:53:00 476,256 383.544303797
2017-05-25 08:53:00 476,256 388.461538462
2017-05-25 08:53:01 477,258 393.506493506
2017-05-25 08:53:02 478,256 404.0
2017-05-25 08:53:02 477,258 398.684210526
2017-05-25 08:53:02 269,380 348.275862069
2017-05-25 08:53:02 476,255 388.461538462
2017-05-25 08:53:03 428,388 404.0
2017-05-25 08:53:03 479,256 415.068493151
2017-05-25 08:53:03 478,255 398.684210526
2017-05-25 08:53:06 479,260 426.76056338
2017-05-25 08:53:07 196,378 360.714285714
2017-05-25 08:53:07 190,377 332.967032967
2017-05-25 08:53:07 426,386 388.461538462
2017-05-25 08:53:07 418,395 606.0
2017-05-25 08:53:08 479,260 426.76056338
2017-05-25 08:53:08 193,385 360.714285714
2017-05-25 08:53:09 191,381 348.275862069
2017-05-25 08:53:10 421,385 378.75
2017-05-25 08:53:10 189,387 374.074074074
2017-05-25 08:53:12 475,256 383.544303797
2017-05-25 08:53:14 475,254 378.75
2017-05-25 08:53:15 475,254 378.75
2017-05-25 08:53:16 477,256 398.684210526
2017-05-25 08:53:16 475,255 383.544303797
2017-05-25 08:53:17 475,256 378.75
2017-05-25 08:53:17 475,255 383.544303797
2017-05-25 08:53:18 476,256 388.461538462
2017-05-25 08:53:19 474,256 369.512195122
2017-05-25 08:53:19 183,384 356.470588235
2017-05-25 08:53:19 474,255 374.074074074
2017-05-25 08:53:19 179,385 348.275862069
2017-05-25 08:53:20 475,254 378.75
2017-05-25 08:53:21 474,253 360.714285714
2017-05-25 08:53:21 475,255 374.074074074
2017-05-25 08:53:22 473,253 360.714285714
2017-05-25 08:53:22 477,255 388.461538462
2017-05-25 08:53:22 478,254 374.074074074
2017-05-25 08:53:23 141,374 303.0
2017-05-25 08:53:24 328,390 466.153846154
2017-05-25 08:53:24 328,396 415.068493151
2017-05-25 08:53:25 323,404 432.857142857
2017-05-25 08:53:25 468,248 352.325581395
2017-05-25 08:53:26 474,250 393.506493506
2017-05-25 08:53:26 382,373 673.333333333
2017-05-25 08:53:26 472,250 369.512195122
2017-05-25 08:53:27 317,394 398.684210526
2017-05-25 08:53:27 475,250 398.684210526
2017-05-25 08:53:27 322,393 432.857142857
2017-05-25 08:53:28 472,250 378.75
2017-05-25 08:53:28 324,388 452.23880597
2017-05-25 08:53:28 329,391 466.153846154
2017-05-25 08:53:28 471,250 374.074074074
2017-05-25 08:53:28 471,250 369.512195122
2017-05-25 08:53:29 473,251 388.461538462
2017-05-25 08:53:29 472,250 378.75
2017-05-25 08:53:30 472,250 378.75
2017-05-25 08:53:30 324,389 404.0
2017-05-25 08:53:31 469,249 369.512195122
2017-05-25 08:53:32 472,248 360.714285714
2017-05-25 08:53:33 468,247 365.060240964
2017-05-25 08:53:34 263,368 673.333333333
2017-05-25 08:53:34 469,249 365.060240964
2017-05-25 08:53:38 414,388 631.25
2017-05-25 08:53:43 410,378 374.074074074
2017-05-25 08:53:50 469,248 365.060240964
2017-05-25 08:53:53 152,338 280.555555556
2017-05-25 08:53:55 470,248 365.060240964
2017-05-25 08:53:59 468,247 352.325581395
2017-05-25 08:54:00 81,213 582.692307692
2017-05-25 08:54:04 396,302 531.578947368
2017-05-25 08:54:05 389,299 513.559322034
2017-05-25 08:54:05 413,379 388.461538462
2017-05-25 08:54:06 470,247 369.512195122
2017-05-25 08:54:06 159,368 291.346153846
2017-05-25 08:54:07 155,367 285.849056604
2017-05-25 08:54:07 147,370 285.849056604
2017-05-25 08:54:08 147,370 285.849056604
2017-05-25 08:54:08 150,372 294.174757282
2017-05-25 08:54:09 395,301 522.413793103
2017-05-25 08:54:09 469,246 348.275862069
2017-05-25 08:54:10 160,375 306.060606061
2017-05-25 08:54:10 177,332 270.535714286
2017-05-25 08:54:13 156,321 233.076923077
2017-05-25 08:54:14 160,338 256.779661017
2017-05-25 08:54:14 160,339 258.974358974
2017-05-25 08:54:15 154,355 285.849056604
2017-05-25 08:54:15 157,352 280.555555556
2017-05-25 08:54:16 158,351 283.177570093
2017-05-25 08:54:16 149,355 272.972972973
2017-05-25 08:54:17 161,357 272.972972973
2017-05-25 08:54:17 166,353 258.974358974
2017-05-25 08:54:18 150,362 275.454545455
2017-05-25 08:54:20 154,358 270.535714286
2017-05-25 08:54:20 148,356 261.206896552
2017-05-25 08:54:21 153,362 277.981651376
2017-05-25 08:54:21 157,360 275.454545455
2017-05-25 08:54:22 154,360 270.535714286
2017-05-25 08:54:23 152,357 270.535714286
2017-05-25 08:54:24 144,367 283.177570093
2017-05-25 08:54:25 152,363 283.177570093
2017-05-25 08:54:26 158,355 272.972972973
2017-05-25 08:54:26 162,354 265.789473684
2017-05-25 08:54:27 159,350 252.5
2017-05-25 08:54:28 160,354 261.206896552
2017-05-25 08:54:30 159,349 291.346153846
2017-05-25 08:54:30 156,352 288.571428571
2017-05-25 08:54:31 157,357 294.174757282
2017-05-25 08:54:31 153,352 268.14159292
2017-05-25 08:54:32 159,357 280.555555556
2017-05-25 08:54:32 164,358 285.849056604
2017-05-25 08:54:33 172,357 280.555555556
2017-05-25 08:54:33 168,356 280.555555556
2017-05-25 08:54:34 150,354 265.789473684
2017-05-25 08:54:34 160,357 275.454545455
2017-05-25 08:54:35 171,360 283.177570093
2017-05-25 08:54:35 169,362 291.346153846
2017-05-25 08:54:36 154,360 275.454545455
2017-05-25 08:54:36 157,356 275.454545455
2017-05-25 08:54:37 160,358 280.555555556
2017-05-25 08:54:37 154,359 275.454545455
2017-05-25 08:54:38 153,360 277.981651376
2017-05-25 08:54:38 153,358 272.972972973
2017-05-25 08:54:39 160,365 294.174757282
2017-05-25 08:54:40 165,363 312.371134021
2017-05-25 08:54:40 232,374 322.340425532
2017-05-25 08:54:40 162,354 294.174757282
2017-05-25 08:54:41 165,356 312.371134021
2017-05-25 08:54:41 156,356 285.849056604
2017-05-25 08:54:42 148,354 275.454545455
2017-05-25 08:54:42 147,356 275.454545455
2017-05-25 08:54:44 149,359 277.981651376
2017-05-25 08:54:45 158,358 300.0
2017-05-25 08:54:46 161,358 288.571428571
2017-05-25 08:54:46 103,286 891.176470588
2017-05-25 08:54:46 164,358 294.174757282
2017-05-25 08:54:47 162,357 283.177570093
2017-05-25 08:54:47 157,360 294.174757282
2017-05-25 08:54:47 156,359 285.849056604
2017-05-25 08:54:48 155,360 288.571428571
2017-05-25 08:54:48 154,361 294.174757282
2017-05-25 08:54:49 152,361 283.177570093
2017-05-25 08:54:49 152,362 280.555555556
2017-05-25 08:54:50 151,361 280.555555556
2017-05-25 08:54:50 47,367 721.428571429
2017-05-25 08:54:50 155,364 291.346153846
2017-05-25 08:54:51 156,365 297.058823529
2017-05-25 08:54:52 152,365 294.174757282
2017-05-25 08:54:52 148,365 283.177570093
2017-05-25 08:54:53 144,360 283.177570093
2017-05-25 08:54:53 150,363 283.177570093
2017-05-25 08:54:54 157,362 280.555555556
2017-05-25 08:54:55 163,353 261.206896552
2017-05-25 08:54:55 171,358 272.972972973
2017-05-25 08:54:56 155,358 275.454545455
2017-05-25 08:55:01 147,378 318.947368421
2017-05-25 08:55:02 407,373 739.024390244
2017-05-25 08:55:02 147,356 285.849056604
2017-05-25 08:55:02 146,369 288.571428571
2017-05-25 08:55:03 400,326 594.117647059
2017-05-25 08:55:04 390,302 522.413793103
2017-05-25 08:55:05 472,250 378.75
2017-05-25 08:55:07 23,356 432.857142857
2017-05-25 08:55:07 67,361 531.578947368
2017-05-25 08:55:07 164,372 306.060606061
2017-05-25 08:55:07 254,359 268.14159292
2017-05-25 08:55:08 42,363 582.692307692
2017-05-25 08:55:08 135,370 303.0
2017-05-25 08:55:08 223,355 265.789473684
2017-05-25 08:55:09 45,361 550.909090909
2017-05-25 08:55:09 145,373 322.340425532
2017-05-25 08:55:09 229,356 263.47826087
2017-05-25 08:55:09 144,372 315.625
2017-05-25 08:55:10 163,372 336.666666667
2017-05-25 08:55:11 161,364 325.806451613
2017-05-25 08:55:12 153,320 285.849056604
2017-05-25 08:55:12 46,112 258.974358974
2017-05-25 08:55:12 170,328 336.666666667
2017-05-25 08:55:15 213,357 291.346153846
2017-05-25 08:55:15 209,366 283.177570093
2017-05-25 08:55:16 221,299 294.174757282
2017-05-25 08:55:16 149,215 123.170731707
2017-05-25 08:55:17 273,264 291.346153846
2017-05-25 08:55:17 215,346 297.058823529
2017-05-25 08:55:18 214,351 272.972972973
2017-05-25 08:55:19 71,358 466.153846154
2017-05-25 08:55:19 471,249 365.060240964
2017-05-25 08:55:19 214,359 285.849056604
2017-05-25 08:55:22 239,357 285.849056604
2017-05-25 08:55:23 240,347 306.060606061
2017-05-25 08:55:24 243,348 297.058823529
2017-05-25 08:55:24 172,337 303.0
2017-05-25 08:55:25 468,247 352.325581395
2017-05-25 08:55:25 172,346 329.347826087
2017-05-25 08:55:25 241,354 285.849056604
2017-05-25 08:55:25 160,345 277.981651376
2017-05-25 08:55:25 231,360 294.174757282
2017-05-25 08:55:26 152,344 277.981651376
2017-05-25 08:55:26 468,248 356.470588235
2017-05-25 08:55:27 214,364 315.625
2017-05-25 08:55:27 149,338 246.341463415
2017-05-25 08:55:27 213,367 322.340425532
2017-05-25 08:55:28 185,408 618.367346939
2017-05-25 08:55:30 152,355 300.0
2017-05-25 08:55:31 155,351 291.346153846
2017-05-25 08:55:31 157,349 291.346153846
2017-05-25 08:55:31 224,364 291.346153846
2017-05-25 08:55:32 157,352 306.060606061
2017-05-25 08:55:32 155,346 277.981651376
2017-05-25 08:55:33 150,343 252.5
2017-05-25 08:55:34 214,362 294.174757282
2017-05-25 08:55:35 148,343 258.974358974
