2017-05-25 08:45:50 447,365 0.0
2017-05-25 08:55:35 155,353 294.174757282
2017-05-25 08:55:36 153,354 297.058823529
2017-05-25 08:55:36 206,368 303.0
2017-05-25 08:55:37 177,408 561.111111111
2017-05-25 08:55:38 212,370 329.347826087
2017-05-25 08:55:40 158,350 294.174757282
2017-05-25 08:55:40 223,364 306.060606061
2017-05-25 08:55:44 208,365 300.0
2017-05-25 08:55:45 210,371 325.806451613
2017-05-25 08:55:46 220,368 312.371134021
2017-05-25 08:55:46 165,353 300.0
2017-05-25 08:55:47 167,354 309.183673469
2017-05-25 08:55:47 221,371 306.060606061
2017-05-25 08:55:52 151,358 294.174757282
2017-05-25 08:55:52 152,351 300.0
2017-05-25 08:55:53 143,357 280.555555556
2017-05-25 08:55:53 142,357 283.177570093
2017-05-25 08:55:54 147,362 285.849056604
2017-05-25 08:55:54 151,359 283.177570093
2017-05-25 08:55:55 148,360 294.174757282
2017-05-25 08:55:55 157,362 303.0
2017-05-25 08:55:56 156,363 300.0
2017-05-25 08:55:56 153,362 297.058823529
2017-05-25 08:55:57 154,361 294.174757282
2017-05-25 08:56:00 468,246 352.325581395
2017-05-25 08:56:00 150,357 275.454545455
2017-05-25 08:56:01 155,359 288.571428571
2017-05-25 08:56:02 158,361 285.849056604
2017-05-25 08:56:02 164,360 275.454545455
2017-05-25 08:56:03 157,359 275.454545455
2017-05-25 08:56:07 393,300 505.0
2017-05-25 08:56:08 405,300 480.952380952
2017-05-25 08:56:08 174,356 268.14159292
2017-05-25 08:56:09 50,358 473.4375
2017-05-25 08:56:10 391,299 496.721311475
2017-05-25 08:56:10 399,301 531.578947368
2017-05-25 08:56:11 400,304 561.111111111
2017-05-25 08:56:11 471,248 365.060240964
2017-05-25 08:56:11 397,300 513.559322034
2017-05-25 08:56:11 471,248 360.714285714
2017-05-25 08:56:13 400,303 550.909090909
2017-05-25 08:56:14 394,300 541.071428571
2017-05-25 08:56:14 471,247 365.060240964
2017-05-25 08:56:14 389,299 522.413793103
2017-05-25 08:56:15 395,299 505.0
2017-05-25 08:56:15 471,246 365.060240964
2017-05-25 08:56:16 388,300 550.909090909
2017-05-25 08:56:17 68,274 236.71875
2017-05-25 08:56:17 95,245 229.545454545
2017-05-25 08:56:18 158,296 252.5
2017-05-25 08:56:20 472,248 374.074074074
2017-05-25 08:56:22 170,358 309.183673469
2017-05-25 08:56:24 199,284 246.341463415
2017-05-25 08:56:24 157,215 119.76284585
2017-05-25 08:56:25 262,228 256.779661017
2017-05-25 08:56:37 167,327 252.5
2017-05-25 08:56:38 32,353 393.506493506
2017-05-25 08:56:38 144,316 306.060606061
2017-05-25 08:56:38 472,249 378.75
2017-05-25 08:56:40 175,353 315.625
2017-05-25 08:56:42 160,354 268.14159292
2017-05-25 08:56:42 34,353 378.75
2017-05-25 08:56:42 222,371 303.0
2017-05-25 08:56:42 161,349 268.14159292
2017-05-25 08:56:44 475,251 404.0
2017-05-25 08:56:45 157,360 275.454545455
2017-05-25 08:56:46 178,367 309.183673469
2017-05-25 08:56:49 24,350 360.714285714
2017-05-25 08:56:49 170,348 300.0
2017-05-25 08:56:50 162,352 297.058823529
2017-05-25 08:56:50 169,356 300.0
2017-05-25 08:56:51 168,354 275.454545455
2017-05-25 08:56:52 34,354 420.833333333
2017-05-25 08:56:52 165,357 283.177570093
2017-05-25 08:56:52 20,356 388.461538462
2017-05-25 08:56:55 156,353 275.454545455
2017-05-25 08:56:57 472,249 378.75
2017-05-25 08:56:58 212,278 275.454545455
2017-05-25 08:57:00 448,353 797.368421053
2017-05-25 08:57:01 227,348 272.972972973
2017-05-25 08:57:02 227,351 288.571428571
2017-05-25 08:57:03 214,359 268.14159292
2017-05-25 08:57:04 161,359 297.058823529
2017-05-25 08:57:04 165,363 294.174757282
2017-05-25 08:57:07 62,265 432.857142857
2017-05-25 08:57:08 66,196 322.340425532
2017-05-25 08:57:08 188,348 268.14159292
2017-05-25 08:57:10 173,268 226.119402985
2017-05-25 08:57:10 172,282 233.076923077
2017-05-25 08:57:11 205,293 227.819548872
2017-05-25 08:57:11 148,286 246.341463415
2017-05-25 08:57:11 246,304 234.88372093
2017-05-25 08:57:12 497,284 644.680851064
2017-05-25 08:57:12 31,394 505.0
2017-05-25 08:57:12 284,306 233.076923077
2017-05-25 08:57:13 41,395 496.721311475
2017-05-25 08:57:13 181,289 244.35483871
2017-05-25 08:57:13 272,306 234.88372093
2017-05-25 08:57:14 248,301 242.4
2017-05-25 08:57:14 471,247 369.512195122
2017-05-25 08:57:14 250,273 268.14159292
2017-05-25 08:57:14 159,164 104.482758621
2017-05-25 08:57:15 471,245 365.060240964
2017-05-25 08:57:15 249,277 309.183673469
2017-05-25 08:57:15 171,200 122.177419355
2017-05-25 08:57:16 88,194 118.823529412
2017-05-25 08:57:16 149,272 285.849056604
2017-05-25 08:57:17 471,249 365.060240964
2017-05-25 08:57:17 470,250 360.714285714
2017-05-25 08:57:18 471,248 365.060240964
2017-05-25 08:57:19 471,249 365.060240964
2017-05-25 08:57:19 137,297 291.346153846
2017-05-25 08:57:20 471,249 365.060240964
2017-05-25 08:57:20 158,305 315.625
2017-05-25 08:57:20 49,398 571.698113208
2017-05-25 08:57:20 471,248 369.512195122
2017-05-25 08:57:21 175,303 280.555555556
2017-05-25 08:57:21 472,248 374.074074074
2017-05-25 08:57:24 470,248 360.714285714
2017-05-25 08:57:25 142,208 118.823529412
2017-05-25 08:57:26 397,301 513.559322034
2017-05-25 08:57:29 75,360 550.909090909
2017-05-25 08:57:30 74,362 550.909090909
2017-05-25 08:57:31 470,250 360.714285714
2017-05-25 08:57:31 76,362 531.578947368
2017-05-25 08:57:31 468,248 352.325581395
2017-05-25 08:57:32 471,250 360.714285714
2017-05-25 08:57:33 472,250 374.074074074
2017-05-25 08:57:33 472,250 374.074074074
2017-05-25 08:57:34 472,250 374.074074074
2017-05-25 08:57:34 472,250 378.75
2017-05-25 08:57:35 470,248 365.060240964
2017-05-25 08:57:38 472,249 378.75
2017-05-25 08:57:39 471,249 365.060240964
2017-05-25 08:57:39 178,349 312.371134021
2017-05-25 08:57:39 470,248 360.714285714
2017-05-25 08:57:40 398,301 522.413793103
2017-05-25 08:57:42 392,302 550.909090909
2017-05-25 08:57:43 398,302 531.578947368
2017-05-25 08:57:44 402,306 631.25
2017-05-25 08:57:44 196,333 365.060240964
2017-05-25 08:57:44 187,359 325.806451613
2017-05-25 08:57:45 398,302 531.578947368
2017-05-25 08:57:45 191,333 369.512195122
2017-05-25 08:57:45 75,360 582.692307692
2017-05-25 08:57:45 393,299 513.559322034
2017-05-25 08:57:45 172,361 297.058823529
2017-05-25 08:57:46 264,351 254.621848739
2017-05-25 08:57:46 75,360 541.071428571
2017-05-25 08:57:46 471,247 352.325581395
2017-05-25 08:57:46 177,369 322.340425532
2017-05-25 08:57:46 273,356 263.47826087
2017-05-25 08:57:47 178,372 325.806451613
2017-05-25 08:57:47 468,246 348.275862069
2017-05-25 08:57:47 275,361 280.555555556
2017-05-25 08:57:47 394,301 513.559322034
2017-05-25 08:57:47 470,247 348.275862069
2017-05-25 08:57:47 174,373 325.806451613
2017-05-25 08:57:48 270,358 270.535714286
2017-05-25 08:57:48 178,373 325.806451613
2017-05-25 08:57:48 275,362 275.454545455
2017-05-25 08:57:49 176,367 315.625
2017-05-25 08:57:49 264,356 258.974358974
2017-05-25 08:57:49 178,361 306.060606061
2017-05-25 08:57:50 171,352 265.789473684
2017-05-25 08:57:51 182,362 312.371134021
2017-05-25 08:57:52 398,303 594.117647059
2017-05-25 08:57:53 397,305 644.680851064
2017-05-25 08:57:53 181,354 275.454545455
2017-05-25 08:57:53 403,305 606.0
2017-05-25 08:57:54 190,358 329.347826087
2017-05-25 08:57:54 190,356 306.060606061
2017-05-25 08:57:55 194,358 325.806451613
2017-05-25 08:57:55 213,356 297.058823529
2017-05-25 08:57:56 186,356 336.666666667
2017-05-25 08:57:57 401,304 606.0
2017-05-25 08:57:57 190,357 340.449438202
2017-05-25 08:57:57 188,356 322.340425532
2017-05-25 08:57:58 188,355 325.806451613
2017-05-25 08:57:58 190,357 336.666666667
2017-05-25 08:57:59 188,358 348.275862069
2017-05-25 08:58:00 191,361 352.325581395
2017-05-25 08:58:00 198,360 352.325581395
2017-05-25 08:58:01 193,359 332.967032967
2017-05-25 08:58:01 190,358 332.967032967
2017-05-25 08:58:04 194,361 340.449438202
2017-05-25 08:58:04 194,361 340.449438202
2017-05-25 08:58:05 194,363 348.275862069
2017-05-25 08:58:05 192,361 329.347826087
2017-05-25 08:58:06 472,248 374.074074074
2017-05-25 08:58:06 194,363 348.275862069
2017-05-25 08:58:06 196,363 352.325581395
2017-05-25 08:58:07 198,362 332.967032967
2017-05-25 08:58:10 194,365 356.470588235
2017-05-25 08:58:11 420,379 404.0
2017-05-25 08:58:11 194,363 340.449438202
2017-05-25 08:58:12 195,364 348.275862069
2017-05-25 08:58:12 188,360 303.0
2017-05-25 08:58:13 191,359 315.625
2017-05-25 08:58:13 191,363 325.806451613
2017-05-25 08:58:14 192,362 318.947368421
2017-05-25 08:58:14 194,364 332.967032967
2017-05-25 08:58:15 193,363 329.347826087
2017-05-25 08:58:15 193,363 329.347826087
2017-05-25 08:58:16 194,363 332.967032967
2017-05-25 08:58:16 194,363 329.347826087
2017-05-25 08:58:17 195,364 340.449438202
2017-05-25 08:58:18 194,363 332.967032967
2017-05-25 08:58:18 192,362 315.625
2017-05-25 08:58:19 194,364 332.967032967
2017-05-25 08:58:19 192,364 329.347826087
2017-05-25 08:58:20 193,364 332.967032967
2017-05-25 08:58:20 195,365 348.275862069
2017-05-25 08:58:21 192,364 336.666666667
2017-05-25 08:58:21 191,363 325.806451613
2017-05-25 08:58:22 191,363 318.947368421
2017-05-25 08:58:22 192,363 322.340425532
2017-05-25 08:58:23 193,365 332.967032967
2017-05-25 08:58:23 191,364 329.347826087
2017-05-25 08:58:24 188,361 309.183673469
2017-05-25 08:58:24 159,355 352.325581395
2017-05-25 08:58:25 238,372 409.459459459
2017-05-25 08:58:26 204,329 352.325581395
2017-05-25 08:58:29 392,302 571.698113208
2017-05-25 08:58:29 179,329 332.967032967
2017-05-25 08:58:30 395,301 541.071428571
2017-05-25 08:58:31 393,300 522.413793103
2017-05-25 08:58:31 395,300 513.559322034
2017-05-25 08:58:32 393,299 505.0
2017-05-25 08:58:34 396,299 513.559322034
2017-05-25 08:58:34 178,364 322.340425532
2017-05-25 08:58:35 184,330 315.625
2017-05-25 08:58:35 184,364 315.625
2017-05-25 08:58:36 195,333 360.714285714
2017-05-25 08:58:36 5,173 818.918918919
2017-05-25 08:58:37 398,303 550.909090909
2017-05-25 08:58:37 397,303 522.413793103
2017-05-25 08:58:40 403,307 704.651162791
2017-05-25 08:58:40 440,422 561.111111111
2017-05-25 08:58:40 183,365 318.947368421
2017-05-25 08:58:40 182,372 348.275862069
2017-05-25 08:58:41 180,369 336.666666667
2017-05-25 08:58:41 184,369 336.666666667
2017-05-25 08:58:42 185,367 325.806451613
2017-05-25 08:58:42 191,374 318.947368421
2017-05-25 08:58:43 192,371 315.625
2017-05-25 08:58:45 176,358 312.371134021
2017-05-25 08:58:48 400,304 531.578947368
2017-05-25 08:58:49 400,303 522.413793103
2017-05-25 08:58:49 400,304 561.111111111
2017-05-25 08:58:50 400,304 582.692307692
2017-05-25 08:58:50 399,303 550.909090909
2017-05-25 08:58:51 400,303 561.111111111
2017-05-25 08:58:51 42,360 522.413793103
2017-05-25 08:58:52 396,302 531.578947368
2017-05-25 08:58:53 398,301 522.413793103
2017-05-25 08:58:54 400,304 541.071428571
2017-05-25 08:58:54 399,302 513.559322034
2017-05-25 08:58:55 411,376 365.060240964
2017-05-25 08:58:56 401,303 522.413793103
2017-05-25 08:58:56 411,376 365.060240964
2017-05-25 08:58:56 399,301 505.0
2017-05-25 08:58:56 410,375 360.714285714
2017-05-25 08:58:57 399,302 531.578947368
2017-05-25 08:58:57 403,303 531.578947368
2017-05-25 08:58:58 410,375 360.714285714
2017-05-25 08:58:58 410,376 365.060240964
2017-05-25 08:58:59 402,303 531.578947368
2017-05-25 08:58:59 472,248 374.074074074
2017-05-25 08:58:59 399,300 505.0
2017-05-25 08:59:01 185,363 312.371134021
2017-05-25 08:59:01 187,362 318.947368421
2017-05-25 08:59:04 224,262 618.367346939
2017-05-25 08:59:06 155,377 315.625
2017-05-25 08:59:07 156,375 306.060606061
2017-05-25 08:59:08 178,382 329.347826087
2017-05-25 08:59:09 175,373 312.371134021
2017-05-25 08:59:09 179,360 352.325581395
2017-05-25 08:59:10 70,197 329.347826087
2017-05-25 08:59:10 166,361 329.347826087
2017-05-25 08:59:11 169,368 336.666666667
2017-05-25 08:59:12 171,369 322.340425532
2017-05-25 08:59:12 173,368 329.347826087
2017-05-25 08:59:13 170,369 329.347826087
2017-05-25 08:59:13 168,369 340.449438202
2017-05-25 08:59:14 163,368 318.947368421
2017-05-25 08:59:14 162,369 329.347826087
2017-05-25 08:59:15 467,245 344.318181818
2017-05-25 08:59:15 165,369 315.625
2017-05-25 08:59:15 163,372 322.340425532
2017-05-25 08:59:16 165,372 322.340425532
2017-05-25 08:59:16 163,373 322.340425532
2017-05-25 08:59:17 472,248 374.074074074
2017-05-25 08:59:17 159,372 322.340425532
2017-05-25 08:59:18 158,372 312.371134021
2017-05-25 08:59:18 413,373 352.325581395
2017-05-25 08:59:18 158,372 318.947368421
2017-05-25 08:59:19 157,372 318.947368421
2017-05-25 08:59:19 157,372 318.947368421
2017-05-25 08:59:21 392,298 488.709677419
2017-05-25 08:59:21 262,361 352.325581395
2017-05-25 08:59:21 470,248 365.060240964
2017-05-25 08:59:21 146,369 297.058823529
2017-05-25 08:59:22 470,247 360.714285714
2017-05-25 08:59:22 386,298 505.0
2017-05-25 08:59:22 470,247 360.714285714
2017-05-25 08:59:23 389,298 488.709677419
2017-05-25 08:59:23 470,247 360.714285714
2017-05-25 08:59:24 398,301 522.413793103
2017-05-25 08:59:24 159,375 318.947368421
2017-05-25 08:59:25 160,377 322.340425532
2017-05-25 08:59:26 402,304 594.117647059
2017-05-25 08:59:26 139,328 340.449438202
2017-05-25 08:59:28 191,350 356.470588235
2017-05-25 08:59:28 471,247 360.714285714
2017-05-25 08:59:30 205,424 1165.38461538
2017-05-25 08:59:30 471,247 360.714285714
2017-05-25 08:59:36 472,248 369.512195122
2017-05-25 08:59:37 472,247 378.75
2017-05-25 08:59:37 472,247 369.512195122
2017-05-25 08:59:38 472,247 369.512195122
2017-05-25 08:59:39 471,247 365.060240964
2017-05-25 08:59:42 392,301 522.413793103
2017-05-25 08:59:43 394,299 488.709677419
2017-05-25 08:59:46 204,335 409.459459459
2017-05-25 08:59:48 199,367 356.470588235
2017-05-25 08:59:50 188,366 329.347826087
2017-05-25 08:59:52 190,364 356.470588235
2017-05-25 08:59:53 204,336 466.153846154
2017-05-25 08:59:53 190,361 344.318181818
2017-05-25 08:59:55 395,309 797.368421053
2017-05-25 08:59:59 190,357 332.967032967
2017-05-25 09:00:00 192,360 360.714285714
2017-05-25 09:00:00 191,363 383.544303797
2017-05-25 09:00:01 396,300 505.0
2017-05-25 09:00:02 397,302 531.578947368
2017-05-25 09:00:02 396,301 505.0
2017-05-25 09:00:03 396,301 522.413793103
2017-05-25 09:00:14 471,250 369.512195122
2017-05-25 09:00:16 471,248 352.325581395
2017-05-25 09:00:17 473,251 383.544303797
2017-05-25 09:00:17 470,249 365.060240964
2017-05-25 09:00:19 471,249 360.714285714
2017-05-25 09:00:19 470,249 360.714285714
2017-05-25 09:00:20 473,251 383.544303797
2017-05-25 09:00:20 182,359 378.75
2017-05-25 09:00:20 472,250 369.512195122
2017-05-25 09:00:21 199,334 388.461538462
2017-05-25 09:00:23 472,250 378.75
2017-05-25 09:00:25 470,248 365.060240964
2017-05-25 09:00:25 469,246 352.325581395
2017-05-25 09:00:28 171,374 322.340425532
2017-05-25 09:00:28 468,245 348.275862069
2017-05-25 09:00:29 171,374 312.371134021
2017-05-25 09:00:29 401,302 582.692307692
2017-05-25 09:00:29 181,372 309.183673469
2017-05-25 09:00:30 178,373 309.183673469
2017-05-25 09:00:31 179,371 303.0
2017-05-25 09:00:31 188,373 312.371134021
2017-05-25 09:00:32 180,373 309.183673469
2017-05-25 09:00:32 179,375 315.625
2017-05-25 09:00:33 397,301 531.578947368
2017-05-25 09:00:33 179,355 369.512195122
2017-05-25 09:00:34 172,354 340.449438202
2017-05-25 09:00:35 471,247 360.714285714
2017-05-25 09:00:35 171,357 360.714285714
2017-05-25 09:00:35 395,299 505.0
2017-05-25 09:00:36 393,298 488.709677419
2017-05-25 09:00:37 164,354 288.571428571
2017-05-25 09:00:41 470,247 356.470588235
2017-05-25 09:00:41 232,391 369.512195122
