2017-05-26 13:43:12 200,35 510.632183908
2017-05-26 13:43:12 172,24 235.052910053
2017-05-26 13:43:13 170,43 429.22705314
2017-05-26 13:43:13 157,30 222.125
2017-05-26 13:43:13 182,43 462.760416667
2017-05-26 13:43:13 179,39 230.18134715
2017-05-26 13:43:14 160,51 457.989690722
2017-05-26 13:43:14 154,48 437.684729064
2017-05-26 13:43:15 145,53 462.760416667
2017-05-26 13:43:16 137,52 460.362694301
2017-05-26 13:43:16 74,159 830.373831776
2017-05-26 13:43:17 143,48 448.737373737
2017-05-26 13:43:17 154,48 437.684729064
2017-05-26 13:43:17 158,47 446.48241206
2017-05-26 13:43:18 154,48 448.737373737
2017-05-26 13:43:18 150,48 457.989690722
2017-05-26 13:43:19 81,133 976.373626374
2017-05-26 13:43:19 149,48 457.989690722
2017-05-26 13:43:19 80,137 1021.26436782
2017-05-26 13:43:20 146,49 460.362694301
2017-05-26 13:43:20 142,52 482.880434783
2017-05-26 13:43:20 76,166 935.263157895
2017-05-26 13:43:21 132,39 442.039800995
2017-05-26 13:43:21 120,47 232.591623037
2017-05-26 13:43:22 80,175 1217.12328767
2017-05-26 13:43:22 129,46 465.183246073
2017-05-26 13:43:22 126,35 413.255813953
2017-05-26 13:43:23 119,48 229.586563307
2017-05-26 13:43:23 124,45 224.936708861
2017-05-26 13:43:24 148,54 446.48241206
2017-05-26 13:43:24 137,47 229.586563307
2017-05-26 13:43:24 73,162 897.474747475
2017-05-26 13:43:24 145,55 480.27027027
2017-05-26 13:43:25 142,54 477.688172043
2017-05-26 13:43:25 74,165 925.520833333
2017-05-26 13:43:25 136,54 488.186813187
2017-05-26 13:43:26 76,170 1033.13953488
2017-05-26 13:43:26 83,179 1388.28125
2017-05-26 13:43:26 132,59 475.13368984
2017-05-26 13:43:27 132,60 475.13368984
2017-05-26 13:43:28 79,135 1033.13953488
2017-05-26 13:43:28 148,52 475.13368984
2017-05-26 13:43:28 149,45 457.989690722
2017-05-26 13:43:29 79,135 1033.13953488
2017-05-26 13:43:29 145,49 453.316326531
2017-05-26 13:43:29 82,139 1083.53658537
2017-05-26 13:43:29 146,54 482.880434783
2017-05-26 13:43:30 76,135 1009.65909091
2017-05-26 13:43:30 76,164 915.979381443
2017-05-26 13:43:30 145,53 477.688172043
2017-05-26 13:43:30 137,53 465.183246073
2017-05-26 13:43:31 76,168 955.376344086
2017-05-26 13:43:31 136,54 488.186813187
2017-05-26 13:43:31 135,63 507.714285714
2017-05-26 13:43:31 120,52 232.591623037
2017-05-26 13:43:32 73,166 955.376344086
2017-05-26 13:43:32 131,55 490.883977901
2017-05-26 13:43:32 132,49 232.591623037
2017-05-26 13:43:33 150,44 448.737373737
2017-05-26 13:43:33 150,50 448.737373737
2017-05-26 13:43:34 149,49 455.641025641
2017-05-26 13:43:34 75,165 925.520833333
2017-05-26 13:43:34 144,57 435.539215686
2017-05-26 13:43:35 144,54 225.507614213
2017-05-26 13:43:35 143,48 455.641025641
2017-05-26 13:43:35 134,42 221.571072319
2017-05-26 13:43:36 131,57 446.48241206
2017-05-26 13:43:36 136,51 453.316326531
2017-05-26 13:43:36 133,50 228.994845361
2017-05-26 13:43:37 135,69 493.611111111
2017-05-26 13:43:37 138,41 470.105820106
2017-05-26 13:43:37 132,34 229.586563307
2017-05-26 13:43:38 134,36 493.611111111
2017-05-26 13:43:38 129,34 460.362694301
2017-05-26 13:43:39 111,45 431.310679612
2017-05-26 13:43:39 110,57 232.591623037
2017-05-26 13:43:39 91,45 433.414634146
2017-05-26 13:43:40 91,45 224.368686869
2017-05-26 13:43:40 109,59 488.186813187
2017-05-26 13:43:41 117,39 451.015228426
2017-05-26 13:43:41 106,17 415.186915888
2017-05-26 13:43:41 92,41 433.414634146
2017-05-26 13:43:42 84,33 402.036199095
2017-05-26 13:43:42 78,38 400.225225225
2017-05-26 13:43:43 87,43 431.310679612
2017-05-26 13:43:43 82,33 400.225225225
2017-05-26 13:43:44 100,44 425.119617225
2017-05-26 13:43:45 104,44 419.103773585
2017-05-26 13:43:45 102,42 409.447004608
2017-05-26 13:43:46 96,53 423.095238095
2017-05-26 13:43:46 90,46 433.414634146
2017-05-26 13:43:46 84,41 419.103773585
2017-05-26 13:43:47 84,39 419.103773585
2017-05-26 13:43:47 82,41 421.090047393
2017-05-26 13:43:48 76,50 433.414634146
2017-05-26 13:43:48 82,44 442.039800995
2017-05-26 13:43:49 80,43 427.163461538
2017-05-26 13:43:50 89,44 435.539215686
2017-05-26 13:43:50 107,34 437.684729064
2017-05-26 13:43:50 147,24 453.316326531
2017-05-26 13:43:51 225,7 352.579365079
2017-05-26 13:43:52 223,194 2338.15789474
2017-05-26 13:43:52 125,84 2066.27906977
2017-05-26 13:43:52 425,420 2115.47619048
2017-05-26 13:43:52 79,136 1021.26436782
2017-05-26 13:43:52 140,6 493.611111111
2017-05-26 13:43:53 106,28 499.157303371
2017-05-26 13:43:53 113,30 433.414634146
2017-05-26 13:43:54 126,15 457.989690722
2017-05-26 13:43:54 102,27 448.737373737
2017-05-26 13:43:55 103,51 472.606382979
2017-05-26 13:43:56 111,49 451.015228426
2017-05-26 13:43:56 111,50 462.760416667
2017-05-26 13:43:57 108,49 462.760416667
2017-05-26 13:43:57 105,51 460.362694301
2017-05-26 13:43:58 103,55 485.519125683
2017-05-26 13:43:58 95,50 457.989690722
2017-05-26 13:43:59 90,48 467.631578947
2017-05-26 13:44:00 88,52 485.519125683
2017-05-26 13:44:00 89,44 460.362694301
2017-05-26 13:44:00 88,48 462.760416667
2017-05-26 13:44:01 102,55 496.368715084
2017-05-26 13:44:01 111,51 465.183246073
2017-05-26 13:44:02 104,45 453.316326531
2017-05-26 13:44:02 102,46 453.316326531
2017-05-26 13:44:03 101,48 467.631578947
2017-05-26 13:44:04 92,51 470.105820106
2017-05-26 13:44:05 94,56 504.829545455
2017-05-26 13:44:05 275,433 2167.07317073
2017-05-26 13:44:05 93,48 467.631578947
2017-05-26 13:44:06 120,48 477.688172043
2017-05-26 13:44:06 124,83 1931.52173913
2017-05-26 13:44:06 314,237 1615.45454545
2017-05-26 13:44:07 127,86 2221.25
2017-05-26 13:44:08 252,174 987.222222222
2017-05-26 13:44:08 185,19 396.651785714
2017-05-26 13:44:08 138,31 411.342592593
2017-05-26 13:44:09 127,23 405.707762557
2017-05-26 13:44:09 140,25 407.568807339
2017-05-26 13:44:10 151,25 415.186915888
2017-05-26 13:44:10 150,18 403.863636364
